pact1,pact2,pact3,pact4,pact5,pact6,pact7,pact8,pact9,pact10,pact11,pact12,pact13,pact14,pact15,pact16,pact17,pact18,pact19,pact20,pact21,pact22,pact23,pact24,pact25,pact26,pact27,pact28,pact29,pact30,pact31,pact32,pact33,pact34,pact35,pact36,pact37,pact38,pact39,pact40,pact41,pact42,pact43,pact44,pact45,pact46,pact47,pact48,pact49,pact50,pact51,pact52,pact53,pact54,pact55,pact56,pact57,pact58,pact59,pact60,pact61,pact62,pact63,pact64,pact65,pact66,pact67,pact68,pact69,pact70,pact71,pact72,pact73,pact74,pact75,pact76,pact77,pact78,pact79,pact80,pact81,pact82,pact83,pact84,pact85,pact86,pact87,pact88,pact89,pact90,pact91,pact92,pact93,pact94,pact95,pact96,pact97,pact98,pact99,pact100,pact101,pact102,pact103,pact104,pact105,pact106,pact107,pact108,pact109,pact110,pact111,pact112,pact113,pact114,pact115,pact116,pact117,pact118,pact119,pact120,pact121,pact122,pact123,pact124,pact125,pact126,pact127,pact128,pact129,pact130,pact131,pact132,pact133,pact134,pact135,pact136,pact137,pact138,pact139,pact140,pact141,pact142,pact143,pact144
1,1,1,1,1,1,1,3,3,4,4,53,83,83,83,83,83,83,83,83,83,83,83,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,83,83,83,83,83,83,83,83,83,83,53,24,24,24,24,24,24,24,24,55,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,4,4,15,15,15,15,15,15,15,15,15,15,45,45,45,19,19,19,2,2,2,2,2,2,5,5,5,4,4,4,44,44,44,44,19,19,19,19,19,19,19,45,45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,45,45,45,5,5,5,4,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,41,41,41,41,41,41,16,16,16,16,16,16,16,16,16,16,16,16,95,95,95,95,95,95,95,95,95,95,95,95,4,4,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,41,41,41,41,41,41,41,41,4,4,4,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,24,24,24,24,24,24,24,24,24,24,24,24,3,45,45,45,23,23,23,23,23,23,23,23,23,23,45,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,23,23,23,23,41,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,45,22,22,22,22,45,45,23,23,23,23,23,23,23,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,25,25,3,3,3,4,4,4,21,21,21,21,21,21,21,21,21,21,45,45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,4,4,4,4,4,45,45,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,43,19,19,19,19,19,19,19,43,4,4,4,21,21,21,21,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,5,5,5,5,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,75,75,75,75,75,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,75,75,75,75,75,75,5,5,5,4,4,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,3,3,4,4,4,3,21,21,21,21,21,21,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,4,4,16,16,16,16,16,16,44,44,19,19,19,19,19,19,19,19,19,19,19,19,19,45,45,24,24,24,24,24,24,24,24,24,45,45,9,9,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,44,19,19,19,44,5,4,4,4,23,23,23,23,23,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,5,4,4,4,4,5,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,53,83,83,83,83,83,83,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,24,24,24,24,24,24,24,24,24,24,85,85,85,85,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,85,85,85,85,85,85,85,85,85,85,85,55,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,63,63,63,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,65,65,65,3,3,3,45,22,22,22,22,22,22,22,22,22,22,22,24,24,24,45,20,20,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,45,45,11,11,11,11,11,11,11,11,11,45,45,41,41,28,28,28,28,28,28,11,11,11,41,41,45,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,45,20,20,20,20,20,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,28,28,28,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,5,7,3,41,41,45,4,5,7,6,6,6,6,6,6,6,6,6,55,18,18,18,18,18,18,18,18,18,18,18,18,55,5,5,5,5,7,21,21,55,55,55,55,55,7,7,7,45,45,45,41,5,5,5,2,2,2,15,15,15,15,15,45,41,4,4,4,4,5,23,23,23,55,55,55,55,5,5,5,3,3,45,18,18,18,18,18,45,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,53,53,83,83,83,83,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,53,83,83,83,83,83,83,83,83,53,53,4,4,52,20,20,20,20,20,20,20,20,20,20,20,20,52,28,28,28,28,28,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,43,43,43,15,15,15,3,3,15,15,15,15,15,15,15,15,15,15,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,4,3,3,3,20,20,20,41,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,43,4,21,21,23,23,23,23,23,5,4,20,20,20,20,25,25,20,45,41,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,45,3,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,20,20,20,20,53,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,54,54,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,20,20,20,20,20,20,20,20,5,5,4,4,4,3,3,3,3,28,28,28,28,28,28,28,28,28,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,4,4,4,4,20,20,20,20,20,20,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,42,4,4,21,21,21,21,21,21,20,20,20,20,20,20,20,20,4,4,21,21,21,21,21,21,21,21,21,21,21,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,5,20,20,20,6,6,6,6,3,3,44,19,19,19,19,19,19,19,19,19,44,6,6,5,4,42,42,23,23,23,23,23,23,23,42,42,42,23,23,23,23,23,23,23,23,23,42,41,41,41,8,8,5,5,23,23,23,5,5,5,5,5,5,5,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,5,5,5,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,52,52,52,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,5,5,2,2,2,4,4,4,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,20,20,20,53,53,53,93,93,93,93,93,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,93,93,93,93,93,4,4,4,4,42,42,42,42,42,42,42,42,42,42,42,42,20,20,20,20,20,20,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,5,16,16,16,16,41,41,41,43,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,5,5,20,20,20,5,5,5,3,3,3,25,25,25,25,25,25,7,7,7,23,23,23,23,23,23,29,29,29,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,4,4,4,6,6,6,7,7,7,7,7,7,54,19,19,19,19,54,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,5,5,4,4,4,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,5,5,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,43,19,19,19,19,19,19,19,19,19,19,4,4,19,44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,5,5,4,4,4,45,45,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,45,45,20,20,20,20,20,20,20,20,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,15,15,15,15,15,4,4,4,4,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,55,55,30,30,30,30,30,30,30,30,30,55,4,4,4,4,4,4,4,4,4,23,23,23,23,23,23,52,52,52,52,52,5,5,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,16,16,21,21,21,21,28,28,28,28,28,28,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,16,16,16,16,16,16,16,16,16,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,4,4,4,4,4,4,3,3,3,44,44,19,19,19,19,19,19,19,19,19,19,44,23,23,23,23,23,23,23,23,16,16,16,16,16,16,16,16,16,20,20,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,43,9,3,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,4,4,4,4,4,28,28,28,28,28,28,28,28,28,28,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,42,42,24,24,24,24,24,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,42,42,42,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,21,21,21,21,21,21,21,21,21,21,3,3,3,3,45,45,21,21,21,21,21,21,19,19,19,19,19,19,19,19,19,19,19,19,2,2,2,2,2,2,2,2,2,2,2,2,75,75,4,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,3,3,3,7,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,54,54,54,54,54,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,4,4,4,4,3,3,41,41,42,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,42,20,20,6,6,6,20,20,20,25,25,25,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,53,53,53,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,53,53,19,19,19,19,19,19,19,19,19,19,19,19,2,2,2,5,5,5,5,5,4,4,4,4,4,20,20,20,20,20,20,20,20,3,3,3,65,65,65,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,74,74,74,19,19,19,19,19,19,74,74,74,94,94,94,6,6,6,5,5,5,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,5,5,5,3,3,3,5,5,5,20,20,20,20,20,20,21,21,21,21,21,21,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,30,30,30,30,30,30,30,4,4,4,4,4,4,4,4,4,4,4,4,4,55,55,55,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,3,3,3,45,45,45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,45,45,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,4,4,4,6,6,6,6,6,6,6,45,45,45,24,24,24,19,19,19,19,19,4,4,4,4,4,4,4,4,4,45,45,45,28,28,28,28,28,28,28,28,28,28,28,28,5,5,5,5,5,5,4,4,4,4,4,3,3,3,28,28,28,20,20,20,20,29,29,29,21,21,21,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,15,15,15,15,15,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,21,21,21,21,15,15,15,15,15,15,15,4,4,4,4,4,4,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,4,4,4,4,4,4,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,43,43,43,18,18,18,18,18,18,45,45,45,4,4,4,2,2,2,2,2,2,2,2,2,19,19,19,19,19,19,6,6,6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,43,43,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,11,11,11,11,11,11,11,11,11,43,43,43,4,4,4,3,3,3,4,4,4,45,45,45,45,45,45,27,27,27,27,27,27,27,27,27,27,27,27,45,45,45,45,45,45,4,4,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,5,5,5,5,5,5,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,4,4,4,6,6,6,6,6,6,6,6,6,45,19,19,19,19,19,19,19,19,19,19,19,45,45,4,23,23,23,8,8,8,8,8,8,5,5,5,20,20,20,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,25,25,25,25,25,25,4,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,15,15,15,15,15,4,4,4,4,6,6,6,20,20,20,20,20,20,20,20,20,20,20,20,4,4,4,4,4,4,1,1,1,1,1,1,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,15,15,5,5,5,5,5,5,6,6,6,6,6,6,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,3,3,20,20,43,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,43,43,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,4,4,24,24,24,24,24,24,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,9,9,5,4,4,4,3,3,3,74,74,74,19,19,19,19,19,19,19,19,19,74,74,74,5,5,5,5,5,5,4,4,4,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,9,9,9,2,2,2,7,7,7,7,7,7,5,5,5,4,4,4,4,4,4,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,30,30,30,30,30,30,3,3,3,4,4,4,45,45,45,45,45,54,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,45,45,45,45,4,4,4,4,4,4,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,42,9,9,9,9,42,4,4,4,21,21,21,21,21,21,21,21,21,2,2,5,5,5,5,8,8,8,2,2,2,4,4,4,5,2,2,2,2,2,2,2,2,44,19,19,19,19,19,19,44,9,9,20,20,20,20,1,1,1,1,9,5,3,3,5,4,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,19,4,21,21,3,3,9,42,52,52,52,52,52,42,5,4,4,4,5,8,8,8,8,8,28,28,28,44,19,19,19,19,44,5,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,8,8,8,4,4,4,4,4,5,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,3,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
