serial,Gora,Ten1,Tied,LLord,Furn,DMHSIZE,NumAdult,NumChild,NumDepCh,N1TO4,N5TO10,N11TO15,RESPSEX,RESPAGE,RESPMAR,RESPWith,RESPHldr,RELHRP,HHTypb,HHTYPA,HHTYPe,Parent,ParTod,Cars,CAR,Numcar,FullEd,HighEd,Highed4,Wrking,Qhealth1,SchemeET,JbAway,OwnBus,RelBus,Looked,StartJ,YInAct,DVILO3a,DVILO4a,Stat,SVise,EmpNo,Solo,SENo,FtPtWk,Parthrs,ES2000,NSSECB,nssecac,NSECAC5,NSECAC3,Everwk,sumgross,Nation1,Nation2,Nation3,Nation4,Nation5,Nation6,Ethnic,Paidjob,AGEX,AGEH,DeFact1,DeFacto,LEFTED,TENgrp,DiaryDay,TotUs1,dyear
20130901,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,65,2,-1,3,1,3,4,3,2,-1,1,3,2,15,8,4,2,1,-1,2,1,-1,-1,-1,-1,1,2,1,2,3,-1,-1,2,-1,7,12.2,6,5,3,-1,6,5,-1,-1,-1,-1,-1,1,1,5,11,1,1,2,2,5,12,2005
20131001,1,1,-1,-1,-1,2,2,0,0,0,0,0,2,56,2,-1,3,0,3,3,3,2,-1,1,2,1,15,6,2,2,2,2,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,1,-1,7,12.7,6,5,3,1,5,5,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,1,1,-1,2005
20131101,1,2,-1,-1,-1,3,3,0,0,0,0,0,2,61,2,-1,3,0,3,5,3,2,-1,1,3,2,21,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,2,-1,6,10,5,4,3,-1,19,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,3,2,5,6,2005
20131301,1,2,-1,-1,-1,4,2,2,2,0,0,2,2,40,2,-1,3,1,2,6,2,1,2,1,3,2,16,6,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.1,6,5,3,-1,11,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,3,12,2005
20131401,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,76,5,-1,1,0,1,2,1,2,-1,2,1,-1,21,1,1,2,4,-1,2,2,2,2,-1,6,3,4,1,1,1,-1,-1,1,-1,6,4.1,2,1,1,1,15,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,3,2,1,-1,2005
20131501,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,63,5,-1,1,0,1,1,1,2,-1,1,2,1,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,-1,3,9.1,4,3,2,-1,25,5,-1,-1,-1,-1,-1,1,1,4,10,3,4,2,2,4,30,2005
20131601,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,52,3,2,1,0,5,3,5,2,-1,2,1,-1,17,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,10,5,4,3,-1,20,1,-1,-1,-1,-1,-1,1,2,3,9,4,6,2,2,2,30,2005
20131701,1,2,-1,-1,-1,4,4,0,0,0,0,0,1,25,1,2,5,3,3,5,3,2,-1,1,4,3,22,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,2,-1,7,3.2,1.2,1,1,-1,15,5,-1,-1,-1,-1,-1,1,2,2,4,2,3,3,2,2,11,2005
20131901,1,2,-1,-1,-1,4,2,2,2,1,1,0,2,26,2,-1,3,1,2,6,2,1,1,1,2,1,19,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.1,6,5,3,-1,11,1,-1,-1,-1,-1,-1,1,2,2,4,1,1,3,2,7,16,2005
20132001,1,4,2,2,3,1,1,0,0,0,0,0,2,71,5,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,13.4,7,5,3,1,17,5,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,3,2,-1,2005
20132201,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,37,1,-1,1,0,1,1,1,2,-1,1,2,1,16,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,5,2,1,1,-1,26,1,-1,-1,-1,-1,-1,1,1,2,6,2,3,2,2,7,35,2005
20132401,1,4,2,1,3,1,1,0,0,0,0,0,2,81,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,13.4,7,5,3,1,12,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,3,7,-1,2005
20132501,1,4,2,1,3,2,2,0,0,0,0,0,1,49,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,2,4,2,2,2,2,2,-1,5,3,4,1,1,1,-1,-1,1,-1,6,4.1,2,1,1,1,10,1,-1,-1,-1,-1,-1,1,0,3,8,1,1,2,3,5,-1,2005
20132901,1,5,1,2,3,2,2,0,0,0,0,0,2,59,2,-1,5,1,3,4,3,2,-1,1,3,2,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,5,2,1.1,1,1,-1,17,5,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,3,7,37.5,2005
20133001,1,4,2,7,3,5,3,2,2,1,1,0,1,37,1,1,5,10,2,6,2,2,-1,2,1,-1,16,7,2,2,4,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,1,-1,7,13.3,7,5,3,1,8,5,-1,-1,-1,-1,-1,1,0,2,6,1,2,2,4,2,-1,2005
20180201,1,2,-1,-1,-1,3,2,1,1,1,0,0,2,30,2,-1,3,1,2,6,2,1,1,1,2,1,20,4,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,9,1,-1,-1,-1,-1,-1,1,2,2,5,1,1,3,2,1,45,-1
20180301,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,60,2,-1,3,1,3,3,3,2,-1,1,2,1,15,8,4,2,4,2,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,12.1,6,5,3,1,97,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,2,1,-1,2005
20180401,1,2,-1,-1,-1,5,2,3,3,0,0,3,2,45,2,-1,3,1,2,7,2,1,2,1,3,2,16,8,4,2,3,2,2,2,2,2,-1,2,3,4,1,2,2,-1,-1,1,-1,7,13.2,7,5,3,1,4,1,-1,-1,-1,-1,-1,1,1,3,8,1,1,2,2,1,-1,2005
20180501,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,51,4,-1,1,0,1,1,1,2,-1,2,1,-1,18,3,2,2,2,2,2,2,2,1,1,-1,2,3,1,2,2,-1,-1,1,-1,7,14.2,8,6,4,1,6,1,6,-1,-1,-1,-1,1,0,3,9,4,5,2,2,5,-1,2005
20180601,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,46,1,1,5,2,3,3,3,2,-1,1,3,2,16,6,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.2,6,5,3,-1,15,5,-1,-1,-1,-1,-1,1,2,3,8,1,2,2,2,5,30,2005
20180701,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,50,2,-1,3,0,3,3,3,2,-1,1,2,1,36,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,4,2,1.1,1,1,-1,33,1,-1,-1,-1,-1,-1,1,2,3,9,1,1,4,2,1,60,2005
20180901,1,2,-1,-1,-1,4,2,2,2,1,0,1,1,39,2,-1,3,0,2,6,2,1,1,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,13.3,7,5,3,-1,26,1,-1,-1,-1,-1,-1,11,2,2,6,1,1,2,2,1,35,2005
20181101,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,46,1,2,5,3,5,4,5,2,-1,1,3,2,16,7,2,1,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,11.1,5,4,3,-1,15,1,-1,-1,-1,-1,-1,1,1,3,8,2,3,2,1,1,39,2005
20181201,1,1,-1,-1,-1,1,1,0,0,0,0,0,2,59,4,-1,1,0,1,1,1,2,-1,2,1,-1,16,5,2,2,1,2,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,1,11,5,-1,-1,-1,-1,-1,1,0,4,10,4,5,2,1,1,-1,2005
20181301,1,2,-1,-1,-1,4,4,0,0,0,0,0,1,23,1,2,5,3,6,5,2,2,-1,1,3,2,16,5,2,2,3,2,2,2,2,2,-1,6,3,4,-1,-1,-1,-1,-1,-1,-1,-1,14.1,8,6,4,2,97,1,-1,-1,-1,-1,-1,1,2,1,3,2,3,2,2,1,-1,2005
20181401,1,4,2,7,1,1,1,0,0,0,0,0,2,39,3,-1,1,0,1,1,1,2,-1,2,1,-1,16,7,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,15,8,6,4,-1,28,5,-1,-1,-1,-1,-1,1,1,2,6,4,6,2,4,1,48,2005
20181501,1,5,2,5,3,1,1,0,0,0,0,0,2,77,5,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,2,1,7,7.1,3,2,2,1,16,5,-1,-1,-1,-1,-1,1,0,6,12,3,4,1,4,2,-1,2005
20181601,1,2,-1,-1,-1,2,2,0,0,0,0,0,2,65,2,-1,3,0,3,4,3,2,-1,1,2,1,14,8,4,2,4,-1,2,2,2,2,-1,6,3,4,1,1,3,-1,-1,1,-1,6,4.1,2,1,1,1,18,5,-1,-1,-1,-1,-1,1,0,5,11,1,1,1,2,2,-1,2005
20181701,1,4,2,1,3,2,1,1,1,0,0,1,2,54,4,2,1,0,4,6,4,1,2,2,1,-1,15,8,4,2,3,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,2,1,7,13.1,7,5,3,1,15,1,-1,-1,-1,-1,-1,1,0,3,9,4,5,2,3,2,-1,2005
20181801,1,4,2,1,3,5,2,3,3,1,2,0,1,23,1,1,5,2,2,7,2,2,-1,1,2,1,17,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,12.4,6,5,3,-1,17,5,-1,-1,-1,-1,-1,1,1,1,3,1,2,2,3,2,40,2005
20181901,1,4,2,1,3,4,2,2,2,2,0,0,2,23,1,1,5,2,2,6,2,1,1,1,3,2,16,5,2,2,2,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,1,-1,7,13.1,7,5,3,1,11,1,6,-1,-1,-1,-1,1,1,1,3,1,2,2,3,1,-1,2005
20182001,1,2,-1,-1,-1,2,2,0,0,0,0,0,1,54,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.4,7,5,3,-1,19,5,-1,-1,-1,-1,-1,1,2,3,9,1,1,2,2,1,39,2005
20182101,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,75,1,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,1,14,1,-1,-1,-1,-1,-1,1,0,6,12,2,3,1,1,7,-1,2005
20182201,1,1,-1,-1,-1,2,2,0,0,0,0,0,1,58,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,12.2,6,5,3,-1,21,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,1,4,44,2005
20182301,1,2,-1,-1,-1,1,1,0,0,0,0,0,2,49,4,-1,1,0,1,1,1,2,-1,1,2,1,16,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,-1,23,5,-1,-1,-1,-1,-1,1,1,3,8,4,5,2,2,7,44,2005
20182401,1,4,2,2,3,1,1,0,0,0,0,0,2,77,4,-1,1,0,1,2,1,2,-1,2,1,-1,14,8,4,2,5,-1,2,2,2,2,-1,6,3,4,1,1,1,-1,-1,1,-1,5,5,2,1,1,1,15,1,-1,-1,-1,-1,-1,1,0,6,12,4,5,1,3,7,-1,2005
20182801,1,2,-1,-1,-1,1,1,0,0,0,0,0,1,71,4,-1,1,0,1,2,1,2,-1,1,2,1,24,1,1,2,1,-1,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,1,22,5,-1,-1,-1,-1,-1,1,0,5,11,4,5,3,2,2,-1,2005
20183001,1,4,2,1,3,3,2,1,1,1,0,0,1,34,3,2,5,11,4,6,4,2,-1,1,3,2,15,8,4,2,4,2,1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,2,-1,3,9.1,4,3,2,-1,15,1,-1,-1,-1,-1,-1,1,1,2,5,4,6,2,3,2,15,2005
30040101,2,4,2,1,3,2,2,0,0,0,0,0,1,64,2,-1,5,1,3,3,3,2,-1,2,1,-1,15,8,4,2,3,2,2,2,2,2,-1,5,3,4,1,2,1,-1,-1,1,-1,7,13.4,7,5,3,1,16,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,3,6,-1,2005
30040201,2,4,2,1,3,2,2,0,0,0,0,0,2,74,2,-1,3,1,3,4,3,2,-1,2,1,-1,14,8,4,2,3,-1,2,2,2,2,-1,6,3,4,1,2,2,-1,-1,2,1,7,4.1,2,1,1,1,98,1,-1,-1,-1,-1,-1,1,0,5,11,1,1,1,3,6,-1,2005
30040301,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,26,1,1,3,0,3,3,3,2,-1,1,3,2,21,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,4.1,2,1,1,-1,98,1,-1,-1,-1,-1,-1,1,2,2,4,1,2,3,2,6,37,2005
30040501,2,2,-1,-1,-1,1,1,0,0,0,0,0,1,56,4,-1,1,0,1,1,1,2,-1,1,3,2,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,27,1,5,-1,-1,-1,-1,1,1,4,10,4,5,2,2,5,50,2005
30040701,2,1,-1,-1,-1,2,2,0,0,0,0,0,1,83,2,-1,3,0,3,4,3,2,-1,2,1,-1,999,2,2,2,2,-1,2,2,2,2,-1,6,3,4,1,2,3,-1,-1,1,-1,7,13.4,7,5,3,1,10,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,9,1,1,-1,2005
30040801,2,4,2,7,3,4,2,2,2,1,1,0,2,34,2,-1,5,1,2,6,2,2,-1,1,3,2,18,5,2,2,2,2,2,2,2,2,-1,3,3,4,1,1,1,-1,-1,1,-1,5,5,2,1,1,1,2,5,-1,-1,-1,-1,-1,1,1,2,5,1,1,2,4,5,-1,2005
30040901,2,1,-1,-1,-1,3,3,0,0,0,0,0,1,21,1,2,5,3,3,5,3,2,-1,1,2,1,97,1,1,2,2,2,2,2,2,2,-1,1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,4,2,97,1,-1,-1,-1,-1,-1,1,2,1,3,2,3,5,1,6,-1,2005
30041201,2,2,-1,-1,-1,7,6,1,2,0,1,0,2,17,1,2,5,3,2,6,2,2,-1,1,3,2,97,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,15,8,6,4,-1,3,1,-1,-1,-1,-1,-1,1,6,1,1,2,3,6,2,4,6,2005
30041301,2,1,-1,-1,-1,2,2,0,0,0,0,0,2,75,2,-1,3,1,3,4,3,2,-1,1,3,2,15,8,4,2,2,-1,2,2,2,2,-1,6,3,4,1,1,3,-1,-1,2,1,6,4.1,2,1,1,1,11,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,2,1,1,-1,2005
30041701,2,2,-1,-1,-1,4,2,2,2,0,2,0,2,38,2,-1,3,1,2,6,2,1,2,1,3,2,18,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,-1,13,1,-1,-1,-1,-1,-1,1,2,2,6,1,1,2,2,4,45,2005
30042001,2,2,-1,-1,-1,3,3,0,0,0,0,0,1,56,2,-1,3,0,3,5,3,2,-1,1,4,3,27,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,3.1,1.2,1,1,-1,38,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,4,2,7,60,2005
30042101,2,2,-1,-1,-1,1,1,0,0,0,0,0,2,54,1,-1,1,0,1,1,1,2,-1,1,2,1,21,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,4.1,2,1,1,-1,31,1,-1,-1,-1,-1,-1,1,1,3,9,2,3,3,2,1,45,2005
30042201,2,2,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,3,2,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,3,9.1,4,3,2,-1,98,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,7,45,2005
30042301,2,2,-1,-1,-1,4,2,2,2,0,0,2,2,41,2,-1,3,1,2,6,2,1,2,1,2,1,17,5,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.7,6,5,3,-1,6,1,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,7,7,2005
30042401,2,2,-1,-1,-1,4,2,2,2,0,1,1,1,37,2,-1,3,0,2,6,2,1,2,1,3,2,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,11.1,5,4,3,-1,27,1,-1,-1,-1,-1,-1,1,2,2,6,1,1,2,2,7,37,2005
30042501,2,2,-1,-1,-1,2,1,1,1,0,1,0,2,43,4,2,1,0,4,6,4,1,2,1,2,1,41,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,4,2,1.1,1,1,-1,27,5,-1,-1,-1,-1,-1,1,1,2,7,4,5,4,2,7,37.5,2005
30042601,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,49,2,-1,3,1,3,3,3,2,-1,1,3,2,15,8,4,2,3,2,1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,12.1,6,5,3,-1,10,1,-1,-1,-1,-1,-1,1,2,3,8,1,1,2,2,7,20,2005
30042701,2,2,-1,-1,-1,4,4,0,1,0,0,0,2,16,1,2,5,4,2,5,2,2,-1,1,4,3,97,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,2,-1,7,15,8,6,4,-1,6,1,-1,-1,-1,-1,-1,1,4,1,1,2,3,6,2,2,16,2005
30042901,2,1,-1,-1,-1,3,3,0,0,0,0,0,2,53,2,-1,3,1,3,5,3,2,-1,1,4,3,18,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,4.1,2,1,1,-1,23,5,-1,-1,-1,-1,-1,1,3,3,9,1,1,2,1,2,37,2005
30090101,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,59,2,-1,3,1,3,3,3,2,-1,1,2,1,15,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,-1,21,1,-1,-1,-1,-1,-1,1,2,4,10,1,1,2,2,6,37.5,2005
30090301,2,1,-1,-1,-1,2,2,0,0,0,0,0,2,57,2,-1,3,0,3,3,3,2,-1,1,2,1,42,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,7.2,3,2,2,-1,20,5,-1,-1,-1,-1,-1,1,2,4,10,1,1,4,1,5,37.5,2005
30090401,2,2,-1,-1,-1,2,2,0,0,0,0,0,1,57,2,-1,3,0,3,3,3,2,-1,1,2,1,16,3,2,2,2,2,2,2,2,2,-1,6,3,4,1,1,2,-1,-1,1,-1,4,2,1.1,1,1,1,16,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,2,3,-1,2005
30090501,2,2,-1,-1,-1,1,1,0,0,0,0,0,2,48,1,-1,1,0,1,1,1,2,-1,1,2,1,18,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,-1,-1,1,-1,4,5,2,1,1,-1,27,5,-1,-1,-1,-1,-1,1,1,3,8,2,3,2,2,6,37,2005
30090701,2,4,2,2,3,1,1,0,0,0,0,0,2,67,5,-1,1,0,1,2,1,2,-1,2,1,-1,15,8,4,2,1,-1,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,13.4,7,5,3,1,13,1,-1,-1,-1,-1,-1,1,0,5,11,3,4,2,3,5,-1,2005
30090801,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,59,2,-1,1,0,3,3,3,2,-1,2,1,-1,15,7,2,2,3,2,2,2,2,2,-1,2,3,4,1,2,1,-1,-1,1,-1,7,12.4,6,5,3,1,97,1,-1,-1,-1,-1,-1,1,0,4,10,1,1,2,2,3,-1,2005
30090901,2,2,-1,-1,-1,1,1,0,0,0,0,0,1,34,1,-1,1,0,1,1,1,2,-1,1,2,1,19,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,4.2,2,1,1,-1,38,1,-1,-1,-1,-1,-1,1,1,2,5,2,3,3,2,3,38,2005
30091101,2,2,-1,-1,-1,3,2,1,1,1,0,0,1,40,1,1,3,0,2,6,2,1,1,1,3,2,21,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,5,5,2,1,1,-1,27,1,-1,-1,-1,-1,-1,1,2,2,7,1,2,3,2,4,45,2005
30091201,2,2,-1,-1,-1,3,2,1,1,0,0,1,1,41,2,-1,3,0,2,6,2,1,2,1,2,1,16,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,4,5,2,1,1,-1,28,5,-1,-1,-1,-1,-1,1,2,2,7,1,1,2,2,1,60,2005
30091501,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,67,2,-1,3,1,3,4,3,2,-1,2,1,-1,15,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,2,-1,7,13.1,7,5,3,-1,9,1,-1,-1,-1,-1,-1,1,2,5,11,1,1,2,2,5,6,2005
30091601,2,2,-1,-1,-1,2,2,0,0,0,0,0,2,38,2,-1,3,1,3,3,3,2,-1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,12.1,6,5,3,-1,12,1,5,-1,-1,-1,-1,1,2,2,6,1,1,2,2,2,31,2005
30091801,2,1,-1,-1,-1,2,2,0,0,0,0,0,2,77,2,-1,3,1,3,4,3,2,-1,1,2,1,14,8,4,2,1,-1,2,2,2,2,-1,6,3,4,-1,-1,-1,-1,-1,-1,-1,-1,14.1,8,6,4,2,5,1,-1,-1,-1,-1,-1,1,0,6,12,1,1,1,1,7,-1,2005
30091901,2,5,1,3,2,3,3,0,0,0,0,0,1,26,1,2,5,18,3,5,3,2,-1,1,3,2,19,3,2,2,3,2,2,2,2,2,-1,7,3,4,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,4,2,6,5,-1,-1,-1,-1,-1,1,2,2,4,2,3,3,4,1,-1,2005
30092001,2,1,-1,-1,-1,3,3,0,0,0,0,0,2,60,2,-1,3,1,3,5,3,2,-1,1,2,1,18,4,2,2,2,2,2,2,2,2,-1,6,3,4,1,2,1,-1,-1,2,1,7,13.4,7,5,3,1,4,1,5,-1,-1,-1,-1,1,1,4,10,1,1,2,1,7,-1,2005
30092101,2,1,-1,-1,-1,2,2,0,0,0,0,0,2,55,2,-1,3,1,3,3,3,2,-1,1,3,2,21,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,2,-1,6,4.1,2,1,1,-1,29,1,-1,-1,-1,-1,-1,15,2,4,10,1,1,3,1,5,24,2005
30092301,2,1,-1,-1,-1,2,2,0,0,0,0,0,1,58,2,-1,3,0,3,3,3,2,-1,1,2,1,15,8,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,1,-1,7,13.3,7,5,3,-1,25,1,-1,-1,-1,-1,-1,1,1,4,10,1,1,2,1,2,44,2005
30092601,2,4,2,2,3,3,2,1,1,1,0,0,1,23,1,1,3,0,2,6,2,1,1,2,1,-1,16,4,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,-1,-1,1,-1,7,12.3,6,5,3,-1,18,1,-1,-1,-1,-1,-1,1,1,1,3,1,2,2,3,5,47.5,2005
30092701,2,2,-1,-1,-1,2,2,0,0,0,0,0,1,28,2,-1,3,0,3,3,3,2,-1,1,2,1,16,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,28,1,5,-1,-1,-1,-1,1,2,2,4,1,1,2,2,3,39,2005
30092801,2,2,-1,-1,-1,3,3,0,1,0,0,0,1,16,1,2,5,3,2,5,2,2,-1,1,2,1,97,5,2,2,1,2,2,2,2,2,-1,1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,4,2,6,1,-1,-1,-1,-1,-1,1,2,1,1,2,3,6,2,2,-1,2005
30092901,2,4,2,7,2,2,2,0,0,0,0,0,2,44,4,1,5,2,3,3,3,2,-1,1,2,1,18,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,6,10,5,4,3,-1,19,5,-1,-1,-1,-1,-1,1,2,2,7,1,2,2,4,3,54,2005
30160401,2,2,-1,-1,-1,4,2,2,2,2,0,0,1,36,4,1,3,0,2,6,2,1,1,1,2,1,16,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,-1,-1,1,-1,6,10,5,4,3,-1,24,5,-1,-1,-1,-1,-1,1,2,2,6,1,2,2,2,1,39,2005
30160701,2,1,-1,-1,-1,2,2,0,0,0,0,0,1,66,2,-1,3,0,3,4,3,2,-1,1,3,2,21,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,2,1,1,-1,2,8.1,4,3,2,-1,19,1,-1,-1,-1,-1,-1,1,1,5,11,1,1,3,1,6,50,2005
30160801,2,4,2,9,1,3,2,1,2,0,1,0,1,17,1,2,5,3,4,6,4,2,-1,2,1,-1,97,5,2,2,2,2,2,2,2,2,-1,1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,4,2,97,1,-1,-1,-1,-1,-1,5,0,1,1,2,3,6,3,1,-1,2005
30161001,2,1,-1,-1,-1,2,2,0,0,0,0,0,2,23,1,2,5,3,5,3,5,2,-1,1,3,2,17,4,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,3,-1,-1,1,-1,7,7.1,3,2,2,-1,19,1,5,-1,-1,-1,-1,1,2,1,3,2,3,2,1,3,37.5,2005
